	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
36494	Hathi	uiuo.ark:/13960/t19k4pt46	Dowling, Richard,	Tempest-driven	1886.0	Fiction					enk	London;Tinsley;1886.
36496	Hathi	uiuo.ark:/13960/t1cj8zq20	O'Hanlon, Alice.	A diamond in the rough	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36497	Hathi	uiuo.ark:/13960/t1hh73j8t	Tytler, Sarah,	Buried diamonds	1886.0	Fiction					enk	London;Chatto & Windus;1886.
36498	Hathi	uiuo.ark:/13960/t1kh13n2m	Roosevelt, Blanche,	The copper queen	1886.0	Fiction					enk	London;Ward and Downey;1886.
36499	Hathi	uiuo.ark:/13960/t1ng4x65k	Baring-Gould, S.	Court Royal	1886.0	Fiction					enk	London;Smith, Elder, & Co.;1886;(London;Printed by Spottiswoode and Co.)
36502	Hathi	uiuo.ark:/13960/t1xd18d33		FLORA, the Roman martyr	1886.0	Fiction					enk	London;Burns and Oates;New York;Catholic Publication Society Co.;1886
36503	Hathi	uiuo.ark:/13960/t25b0f22k	Combe, Martin.	Arnold Robur;	1886.0	Fiction					enk	London;Chapman and Hall;1886.
36504	Hathi	uiuo.ark:/13960/t2794jb5n	Farjeon, B. L.	In a silver sea	1886.0	Fiction					enk	London;Ward and Downey;1886.
36505	Hathi	uiuo.ark:/13960/t2794t528	Philips, Francis Charles.	A lucky young woman. A novel	1886.0	Fiction					enk	London;Ward and Downey;1886.
36507	Hathi	uiuo.ark:/13960/t2988w55b	Tinsley, Lily.	In the ring	1886.0	Fiction					enk	London;Tinsley Brothers;1886.
36509	Hathi	uiuo.ark:/13960/t2j67th91	Fothergill, Jessie,	Borderland	1886.0	Fiction					enk	London;R. Bentley;1886.
36514	Hathi	uiuo.ark:/13960/t2s476x7g	Moberly, A.	Lady Valeria	1886.0	Fiction					enk	London;R. Bentley and Son;1886.
36516	Hathi	uiuo.ark:/13960/t2z32dz67	Poynter, E. Frances	The wooing of Catherine, and other tales	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36518	Hathi	uiuo.ark:/13960/t31268d6g	Grant, James,	Dulcie Carlyon	1886.0	Fiction					enk	London;Ward and Downey;1886.
36522	Hathi	uiuo.ark:/13960/t3805sn7d	Hardy, Thomas,	The mayor of Casterbridge	1886.0	Fiction					enk	London;Smith, Elder & Co.;1886.
36523	Hathi	uiuo.ark:/13960/t3gx4zs4m	Gray, Maxwell,	The silence of Dean Maitland	1886.0	Fiction					enk	London;K. Paul, Trench;1886.
36524	Hathi	uiuo.ark:/13960/t3jw8nf08	Grey, Oliver.	A virgin widow	1886.0	Fiction					enk	London;Remington;1886.
36534	Hathi	uiuo.ark:/13960/t3xs62m41	Diehl, Alice M.	Griselda	1886.0	Fiction					enk	London;F.V. White;1886.
36536	Hathi	uiuo.ark:/13960/t43r14q58	Browne, J. Jemmett.	Lone lassie	1886.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1886.
36540	Hathi	uiuo.ark:/13960/t47p9846c	Boucher, Emile.	A statesman's love	1886.0	Fiction					enk	London;J. Blackwood;1886.
36543	Hathi	uiuo.ark:/13960/t4gm8rt0b	Norris, W. E.	A bachelor's blunder	1886.0	Fiction					enk	London;Bentley;1886.
36545	Hathi	uiuo.ark:/13960/t4nk3rr17	Hardinge, William M.	The willow-garth	1886.0	Fiction					enk	London;R. Bentley;1886.
36546	Hathi	uiuo.ark:/13960/t4pk0r814	Douglas, John,	Measure for measure	1886.0	Fiction					enk	London;Swan Sonnenschein, Le Bas & Lowrey;1886.
36547	Hathi	uiuo.ark:/13960/t4sj1w24h	Griffiths, Arthur,	The thin red line	1886.0	Fiction					enk	London;Chapman;1886.
36551	Hathi	uiuo.ark:/13960/t4wh2zx6g	Hake, Thomas St. E.	In letters of gold	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36553	Hathi	uiuo.ark:/13960/t50g4887s	Ley, Beatrice.	Fiesole; a novel	1886.0	Fiction					enk	London;Berbard Quaritch;1886.
36568	Hathi	uiuo.ark:/13960/t62528d7m	Taylor, Ida A.	Allegiance	1886.0	Fiction					enk	London;R. Bentley;1886.
36572	Hathi	uiuo.ark:/13960/t6h13936j	Besant, Walter,	Children of Gibeon	1886.0	Fiction					enk	London;Chatto & Windus;1886.
36588	Hathi	uiuo.ark:/13960/t7cr65585	Corelli, Marie,	A romance of two worlds	1886.0	Fiction					enk	London;Richard Bentley;1886.
36599	Hathi	uiuo.ark:/13960/t8bg31t1q	Downey, Edmund,	In one town	1886.0	Fiction					enk	London;Ward;1886.
36644	Hathi	wu.89005896576	Gotthelf, Jeremias,	Ulric, the farm servant	1886.0	Fiction					enk	Orpington, Kent;G. Allen;1886-1888.
36645	Hathi	wu.89035420413	Boccaccio, Giovanni,	The Decameron of Giovanni Boccacci (Il Boccaccio)	1886.0	Fiction					en 	London;Printed for the Villon society by private subscription and for private circulation only;1886.
36648	Hathi	wu.89075110908	Barras, Julius,	Rama	1886.0	Fiction					enk	London;Simpkin, Marshall & Co.;1886.
36675	Hathi	dul1.ark:/13960/t6834jn51	E. W.	The island of anarchy	1887.0	Fiction					enk	Reading [Eng.;Published by Miss Langley, Lovejoy's Library;1887.
36680	Hathi	inu.30000042783591		Dreamland and ghostland	1887.0	Fiction					enk	London;G. Redway;1887?
36681	Hathi	inu.30000054116946	Winter, John Strange,	Garrison gossip gathered in Blankhampton	1887.0	Fiction					enk	London;F. V. White;1887.
36687	Hathi	inu.32000009355886	Griffis, William Elliot,	Japanese fairy world;	1887.0	Fiction					enk	London;Trübner & Co.;1887.
36688	Hathi	inu.32000011310887	Tolstoy, Leo,	My husband and I;	1887.0	Fiction					enk	London;Vizetelly;New York;Brentanos;1887.
36689	Hathi	inu.39000005767160	Rāmasvāmi Raju, P. V.	Indian fables	1887.0	Fiction					enk	London;S. Sonnenschein, Lowrey & co.;1887.
36717	Hathi	mdp.39015000541642	Pater, Walter,	Imaginary portraits	1887.0	Fiction					enk	London;New York;Macmillan;1887.
36718	Hathi	mdp.39015003846899	James, Henry,	Daisy Miller	1887.0	Fiction					enk	London;Macmillan and co.;1887.
36725	Hathi	mdp.39015010785676	Scott, Walter,	Essays on chivalry, romance, and the drama	1887.0	Fiction					enk	London;Frederick Warne and co.;1887.
36726	Hathi	mdp.39015010944232	Roberts, Morley,	The western Avernus;	1887.0	Fiction					enk	London;Smith, Elder & co.;1887.
36735	Hathi	mdp.39015019993818	Bourget, Paul,	A cruel enigma	1887.0	Fiction					enk	London;Vizetelly & co.;1887.
36736	Hathi	mdp.39015022064870	Daudet, Alphonse,	Tartarin on the Alps	1887.0	Fiction					enk	London;New York;G. Routledge;1887.
36737	Hathi	mdp.39015024761184	Daudet, Alphonse,	La Belle Nivernaise	1887.0	Fiction					enk	London;New York;Routledge;1887.
36738	Hathi	mdp.39015024762141	Daudet, Alphonse,	Tartarin of Tarascon;	1887.0	Fiction					enk	London;G. Routledge;1887.
36749	Hathi	mdp.39015030763125	Meredith, George,	The shaving of Shagpat	1887.0	Fiction					enk	London;Chapman and Hall;1887.
36752	Hathi	mdp.39015031219697	Black, William,	Sabina Zembra	1887.0	Fiction					enk	London;New York;Macmillan;1887.
36759	Hathi	mdp.39015031306585	Thackeray, William Makepeace,	The history of Samuel Titmarsh, and the great Hoggarty diamond, etc., etc	1887.0	Fiction					enk	London;Smith, Elder, & co.;1887.
36760	Hathi	mdp.39015031307336	Thackeray, William Makepeace,	The memoirs of Mr. Charles J. Yellowplush and Catherine	1887.0	Fiction					enk	London;Smith, Elder;1887.
36763	Hathi	mdp.39015033456594	Loti, Pierre,	My brother Yves	1887.0	Fiction					enk	London;Vizetelly & co.;1887.
36766	Hathi	mdp.39015035521593	Haggard, H. Rider	Jess	1887.0	Fiction					enk	London;Smith, Elder;1887.
36774	Hathi	mdp.39015050988859	Vereshchagin, Vasiliĭ Vasilʹevich,	Vassili Verestchagin	1887.0	Fiction					enk	London;R. Bentley & son;1887.
36776	Hathi	mdp.39015055237476	Jefferies, Richard,	Amaryllis at the fair;	1887.0	Fiction					enk	London;S. Low, Marston, Searle, & Rivington;1887.
36780	Hathi	mdp.39015059394513	Crawford, F. Marion	Marzio's crucifix	1887.0	Fiction					enk	London;New York;Macmillan and co.;1887.
36795	Hathi	mdp.39015063739745	Kennard, Nina H.,	Mrs. Siddons	1887.0	Fiction					enk	London;W. H. Allen & co.;1887.
36797	Hathi	mdp.39015063913647	Caine, Hall,	The deemster	1887.0	Fiction					enk	London;Chatto & Windus;1887.
36802	Hathi	mdp.39015063920659	Johnson, Samuel,	History of Rasselas	1887.0	Fiction					enk	Oxford;The Clarendon Press;1887.
36806	Hathi	mdp.39015063938461	Duchess,	Faith and unfaith	1887.0	Fiction					enk	London;Smith, Elder, & co.;1887.
36812	Hathi	mdp.39015063955424	Scott, Walter,	Marmion;	1887.0	Fiction					enk	London;New York;Macmillan & co.;1887.
36821	Hathi	mdp.39015065892229	O'Conor-Eccles, Charlotte,	Modern men, by a modern maid	1887.0	Fiction					enk	London;Simpkin, Marshall & co. [etc.;1887.
36822	Hathi	mdp.39015067866841	Ashton, John,	Romances of chivalry told and illustrated in facsimile	1887.0	Fiction					enk	London;T.F. Unwin;1887?
36825	Hathi	mdp.39015073480629	Henty, G. A.	The young Carthaginian, or, A struggle for empire	1887.0	Fiction					enk	London;Blackie;1887.
36826	Hathi	mdp.39015073480827	Henty, G. A.	With Wolfe in Canada, or, The winning of a continent	1887.0	Fiction					enk	London;Blackie & Son;1887.
36827	Hathi	mdp.39015073486428	Henty, G. A.	A final reckoning	1887.0	Fiction					enk	London;Blackie & Son;1887.
36828	Hathi	mdp.39015073487038	Henty, G. A.	The bravest of the brave, or, With Peterborough in Spain	1887.0	Fiction					enk	London;Blackie;1887.
36831	Hathi	mdp.39015078569715	Ballantyne, R. M.	The coral island	1887.0	Fiction					enk	London;T. Nelson and Sons;1887.
36834	Hathi	mdp.49015002826551	Thackeray, William Makepeace,	Sultan Stork, and other stories and sketches	1887.0	Fiction					enk	London;G. Redway;1887.
36852	Hathi	njp.32101007076480	Taylor, Meadows,	Tippoo Sultaun	1887.0	Fiction					enk	London;K. Paul, Trench;1887.
36853	Hathi	njp.32101007595638	Balzac, Honoré de,	Comedy of human life	1887.0	Fiction					enk	Boston;Roberts;1887-96
36860	Hathi	njp.32101034959088	Gilbert, Rosa M.	The late Miss Hollingford	1887.0	Fiction					enk	London;Blackie;1887.
36867	Hathi	njp.32101065848333	Murray, David Christie,	The weaker vessel	1887.0	Fiction					enk	London;New York;Macmillan and Co.;1888.
36871	Hathi	njp.32101066385194	Meredith, George,	Evan Harrington	1887.0	Fiction					enk	London;Chapman and Hall;1887.
36872	Hathi	njp.32101066454412	Barry, William Francis,	The new Antigone;	1887.0	Fiction					enk	London;Macmillan;1887.
36876	Hathi	njp.32101067289742		Icelandic sagas and other historical documents relating to the settlements and descents of the Northmen on the British isles	1887.0	Fiction					enk	London;Printed for H. M. Stationery off., by eyre and Spottiswoode;1887-1894.
36885	Hathi	njp.32101067643955	Fenn, George Manville,	Devon boys	1887.0	Fiction					enk	London;Blackie & Son;New York;Charles Scribner's Sons;1887?
36886	Hathi	njp.32101067644748	Fogerty, J.	Caterina	1887.0	Fiction					enk	London;Hurst;1887.
36909	Hathi	njp.32101068166360	Church, Alfred John,	Stories of the magicians;	1887.0	Fiction					enk	London;Seeley;1887.
36910	Hathi	njp.32101068166899	Cunningham, H. S.	The Cœruleans	1887.0	Fiction					enk	London;New York;Macmillan;1887.
36913	Hathi	njp.32101068174711	Jameson, Margaret.	Training	1887.0	Fiction					enk	London;Tinsley Brothers;1887.
36918	Hathi	njp.32101068571536	Freytag, Gustav,	The lost manuscript	1887.0	Fiction					enk	London;Arnold;1887
36922	Hathi	njp.32101068602034	Reade, Charles,	The wandering heir	1887.0	Fiction					enk	London;Chatto and Windus;1887.
36932	Hathi	njp.32101075987832	Reynardson, C. T. S. Birch	Sports & anecdotes of bygone days in England, Scotland, Ireland, Italy and the Sunny South	1887.0	Fiction					enk	London;Chapman & Hall, limited;1887.
36944	Hathi	njp.32101078192661	I. R.	A lady's ranche life in Montana	1887.0	Fiction					enk	London;W. H. Allen;1887.
36947	Hathi	nnc1.0022269789	Trollope, Anthony,	The chronicles of Barsetshire	1887.0	Fiction					enk	London;Chapman & Hall;1887-89.
36951	Hathi	nnc1.0043225527	Hort, Alfred,	Via Nicaragua;	1887.0	Fiction					enk	London;Remington & Co.;1887.
36957	Hathi	nnc1.1002335891	Yonge, Charlotte M.	Kenneth;	1887.0	Fiction					enk	Oxford;and London;J. Parker and co.;1887.
36960	Hathi	nyp.33433010896250	Macduff, John R.	The story of a shell	1887.0	Fiction					enk	London;Nisbet;1887.
36961	Hathi	nyp.33433022469617	Wood, Henry,	The shadow of Ashlydyat	1887.0	Fiction					enk	London;R. Bentley and Son;1887.
36962	Hathi	nyp.33433034409973	Carey, Rosa Nouchette,	Wee wifie	1887.0	Fiction					enk	London;R. Bentley & Son;1887.
36963	Hathi	nyp.33433034409981	Carey, Rosa Nouchette,	Uncle Max	1887.0	Fiction					enk	London;R. Bentley and Son;1887.
36964	Hathi	nyp.33433034410211	Corelli, Marie.	Vendetta! Or, The story of one forgotten	1887.0	Fiction					enk	London;R. Bentley and Son;1887.
36967	Hathi	nyp.33433034410617	Fothergill, Jessie,	Borderland;	1887.0	Fiction					enk	London;R. Bentley & Son;1887.
36968	Hathi	nyp.33433034411193	Wood, Henry,	Anne Hereford	1887.0	Fiction					enk	London;R. Bentley & Son;1887.
36993	Hathi	nyp.33433074850722	Laffan, May.	Ismay's children	1887.0	Fiction					enk	London;Macmillan and Co.;1887.
36996	Hathi	nyp.33433074859459	Greer, Tom.	A modern Dædalus	1887.0	Fiction					enk	London;Griffith, Farran, Okeden & Welsh;New York;E. P. Dutton and co.;1887
36999	Hathi	nyp.33433074868310	Hoare, Edward N.	Foxholt	1887.0	Fiction					enk	London;Society For Promoting Christian Knowledge;New York;E. & J. B. Young;1887
37007	Hathi	nyp.33433074902382	Molloy, J. Fitzgerald	A modern magician	1887.0	Fiction					enk	London;Ward & Downey;1887.
37014	Hathi	nyp.33433074939442	Bidder, M.	Westminster cloisters;	1887.0	Fiction					enk	London;W. Gardner, Darton;1887
37016	Hathi	nyp.33433074942727	Corbett, Julian Stafford,	For God and gold	1887.0	Fiction					enk	London;Macmillan;1887.
37025	Hathi	nyp.33433075761050	Farjeon, B. L.	A secret inheritance	1887.0	Fiction					enk	London;Ward & Downey;1887.
37028	Hathi	nyp.33433075762405	Ellis, A. B.	South African sketches	1887.0	Fiction					enk	London;Chapman and Hall, Limited;1887.
37035	Hathi	nyp.33433075818769	Deulin, Charles,	Johnny Nut and the golden goose	1887.0	Fiction					xx 	London;Longmans, Green;1887.
37050	Hathi	nyp.33433076064561	Holley, Marietta,	Samantha at Saratoga;	1887.0	Fiction					enk	London;New York;F. Tennyson Neely;1887.
37071	Hathi	nyp.33433078795170	Dostoyevsky, Fyodor,	The idiot	1887.0	Fiction					enk	London;Vizetelly & Co.;New York [etc.;Brentano's;1887.
37072	Hathi	nyp.33433078795188	Dostoyevsky, Fyodor,	The friend of the family;	1887.0	Fiction					enk	London;Vizetelly & co.;1887.
37079	Hathi	nyp.33433082199757	Wotton, Mabel E.	Word portraits of famous writers	1887.0	Fiction					xx 	London;R. Bentley & son;1887.
37085	Hathi	nyp.33433082337886	Devey, Louisa.	Life of Rosina, lady Lytton	1887.0	Fiction					enk	London;S. Sonnenschein, Lowrey & co.;1887.
37088	Hathi	nyp.33433082394507	Vereshchagin, Vasiliĭ Vasilʹevich,	Vassili Verestchagin, painter, soldier, traveler;	1887.0	Fiction					enk	London;R. Bentley & Son;1887.
37090	Hathi	nyp.33433082450630	Crouch, Archer Philip.	On a surf-bound coast; or, Cable-laying in the African tropics	1887.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1887.
37091	Hathi	nyp.33433082471917	Layard, Austen Henry,	Early adventures in Persia, Susiana, and Babylonia	1887.0	Fiction					enk	London;J. Murray;1887.
37100	Hathi	nyp.33433082539549	Henty, G. A.	For the temple;	1887.0	Fiction					enk	London;Blackie;1887?
37101	Hathi	nyp.33433082539887	Henty, G. A.	With Wolfe in Canada : or, The winning of a continent	1887.0	Fiction					enk	London;Blackie;1887.
37104	Hathi	nyp.33433084129794	Barr, Amelia Edith Huddleston,	A border shepherdess	1887.0	Fiction					enk	London;James Clarke & Co.;1887.
37117	Hathi	uc1.$b710688	Boissier, Gaston,	Madame de Sévigné	1887.0	Fiction					enk	London;G. Routledge;1887.
37118	Hathi	uc1.$b741197	Perey, Lucien,	Memoirs of the Princesse de Ligne	1887.0	Fiction					   	London;R. Bentley;1887.
37121	Hathi	uc1.$b807481	Conscience, Hendrik,	Off to California	1887.0	Fiction					enk	London;Wells Gardner, Darton;1887?
37189	Hathi	uc1.b3318076	Longfellow, Henry Wadsworth,	Longfellow's Hyperion, Kavanagh, and The Trouveres	1887.0	Fiction					enk	London;Walter Scott;1887.
37193	Hathi	uc1.b3321969	Coleman, John,	The rival queens	1887.0	Fiction					enk	London;Remington;1887.
37198	Hathi	uc1.b3324433	Ouida,	A house party	1887.0	Fiction					enk	London;Hurst and Blackett;1887.
37202	Hathi	uc1.b3326092	A. L. O. E.,	The young pilgrim	1887.0	Fiction					enk	London;New York;T. Nelson;1874.
37203	Hathi	uc1.b3326152	Moore, George,	A mere accident	1887.0	Fiction					enk	London;Vizetelly;New York;Brentanos;1887.
37205	Hathi	uc1.b3327267	Yonge, Charlotte M.	A modern Telemachus	1887.0	Fiction					enk	London;Macmillan;1887.
37206	Hathi	uc1.b3327312	Russell, William Clark,	A book for the hammock	1887.0	Fiction					enk	London;Chatto and Windus;1887.
37207	Hathi	uc1.b3327373	Marston, Philip Bourke,	For a song's sake and other stories	1887.0	Fiction					enk	London;W. Scott;n.d.
37208	Hathi	uc1.b3327449	White, William Hale,	The revolution in Tanner's lane	1887.0	Fiction					enk	London;Trübner & co.;1887.
37217	Hathi	uc1.b3333012	Burnand, F. C.	The incompleat angler	1887.0	Fiction					enk	London;Bradbury, Agnew, & Co.;1887.
37220	Hathi	uc1.b3546504	Ewing, Juliana Horatia Gatty,	The peace egg and a Christmas mumming play;	1887.0	Fiction					nyu	London;Society for promoting Christian knowledge;New York;E. & J.B. Young;c1887
37225	Hathi	uc1.b3578395	Fothergill, Jessie,	Probation : a novel	1887.0	Fiction					enk	London;R. Bentley;1887.
37235	Hathi	uc1.b4105201	Hardy, Thomas,	The woodlanders	1887.0	Fiction					enk	London;New York;Macmillan and co.;1887.
37246	Hathi	uc2.ark:/13960/t0000076t	Harte, Bret,	The crusade of the Excelsior	1887.0	Fiction					enk	Cambridge;Houghton;c1887.
37249	Hathi	uc2.ark:/13960/t04x5ms7c	Norway, Arthur H.	The government official	1887.0	Fiction					enk	London;R. Bentley;1887.
37255	Hathi	uc2.ark:/13960/t0ht2n086	Mackay, Charles,	The twin soul; or, The strange experiences of Mr. Rameses	1887.0	Fiction					enk	London;Ward and Downey;1887.
37256	Hathi	uc2.ark:/13960/t0ht2n57z	L'Estrange, A. G.	Vert de Vert's Eton days and other sketches and memories	1887.0	Fiction					enk	London;E. Stock;1887.
37263	Hathi	uc2.ark:/13960/t0sq8tv86	Thackeray, William Makepeace,	The history of Henry Esmond, esq., a Colonel in the service of Her Majesty Qeen Anne	1887.0	Fiction					enk	London;Smith, Elder;1887.
37265	Hathi	uc2.ark:/13960/t0sq9519f	Thackeray, William Makepeace,	A collection of letters of Thackeray, 1847-1855	1887.0	Fiction					enk	London;Smith, Elder & Co.;1887.
37278	Hathi	uc2.ark:/13960/t1dj5pz4z	Dumas, Alexandre,	The Count of Monte-Cristo	1887.0	Fiction					enk	London;New York;G. Routledge and Sons;1888, c1887.
37280	Hathi	uc2.ark:/13960/t1fj2cn5v	Vīrēṣa-liṅgamu, Kandukūri,	Fortune's wheel;	1887.0	Fiction					enk	London;E. Stock;1887.
37286	Hathi	uc2.ark:/13960/t1hh6f486	Lee, R.,	The African wanderers, or, The adventures of Carlos and Antonio	1887.0	Fiction					enk	London;Griffith & Farran;1887.
37296	Hathi	uc2.ark:/13960/t21c26g3d	Quiller-Couch, Arthur Thomas,	Dead man's rock	1887.0	Fiction					enk	London;New York;Cassell & Co.;1887.
37302	Hathi	uc2.ark:/13960/t2k64fx6k	Dostoyevsky, Fyodor,	Injury and insult	1887.0	Fiction					enk	London;Vizetelly & Co.;1887.
37304	Hathi	uc2.ark:/13960/t2s46kf00	Verne, Jules,	The clipper of the clouds	1887.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1887.
37310	Hathi	uc2.ark:/13960/t3126594x	Croker, B. M.	A bird of passage	1887.0	Fiction					enk	London;Ward & Downey;1887.
37328	Hathi	uc2.ark:/13960/t3jw8kn61	Besant, Walter,	The golden butterfly	1887.0	Fiction					enk	London;Chatto and Windus;1887.
37332	Hathi	uc2.ark:/13960/t3st7j03r	Saxby, Jessie Margaret Edmondston,	Breakers ahead; or, Uncle Jack's stories of great shipwrecks of recent times	1887.0	Fiction					enk	London;Edinburgh;New York;T. Nelson and Sons;1887.
37333	Hathi	uc2.ark:/13960/t3tt4gd01	Ewing, Juliana Horatia Gatty,	Dandelion clocks and other tales	1887.0	Fiction					enk	London;Brighton;Society for Promoting Christian Knowledge;New York;E. & J.B. Young & Co.;1887
37336	Hathi	uc2.ark:/13960/t41r6qs02	Broughton, Rhoda,	Red as a rose is she	1887.0	Fiction					enk	London;R. Bentley;1887.
37344	Hathi	uc2.ark:/13960/t4bp01z6r		Voluntaries for an East London Hospital	1887.0	Fiction					enk	London;David Stott;1887.
37350	Hathi	uc2.ark:/13960/t4kk9993n	Besant, Walter,	Uncle Jack, etc	1887.0	Fiction					enk	London;Chatto and Windus;1887.
37354	Hathi	uc2.ark:/13960/t4sj1df6m	Al Arawiyah.	Tales of the caliph	1887.0	Fiction					enk	London;T. F. Unwin;1887.
37358	Hathi	uc2.ark:/13960/t56d64b31		The Industries of Dublin	1887.0	Fiction					ie 	London;S. Blackett;1887?
